match,team1,team2,season,date,series,match_number,venue,player_of_match,winner,over,team,runs,runs_total
392615 - Australia vs Pakistan,Australia,Pakistan,2009,2009-05-07,,,Dubai International Cricket Stadium,Umar Gul,Pakistan,20,Australia,46,170
392615 - Australia vs Pakistan,Australia,Pakistan,2009,2009-05-07,,,Dubai International Cricket Stadium,Umar Gul,Pakistan,5,Pakistan,22,22
392615 - Australia vs Pakistan,Australia,Pakistan,2009,2009-05-07,,,Dubai International Cricket Stadium,Umar Gul,Pakistan,10,Pakistan,54,76
392615 - Australia vs Pakistan,Australia,Pakistan,2009,2009-05-07,,,Dubai International Cricket Stadium,Umar Gul,Pakistan,15,Pakistan,34,110
392615 - Australia vs Pakistan,Australia,Pakistan,2009,2009-05-07,,,Dubai International Cricket Stadium,Umar Gul,Pakistan,20,Pakistan,38,148
401076 - West Indies vs Bangladesh,West Indies,Bangladesh,2009,2009-08-02,,,"""Warner Park",DJG Sammy,West Indies,5,Bangladesh,44,44
401076 - West Indies vs Bangladesh,West Indies,Bangladesh,2009,2009-08-02,,,"""Warner Park",DJG Sammy,West Indies,10,Bangladesh,53,97
401076 - West Indies vs Bangladesh,West Indies,Bangladesh,2009,2009-08-02,,,"""Warner Park",DJG Sammy,West Indies,15,Bangladesh,30,127
401076 - West Indies vs Bangladesh,West Indies,Bangladesh,2009,2009-08-02,,,"""Warner Park",DJG Sammy,West Indies,20,Bangladesh,52,179
401076 - West Indies vs Bangladesh,West Indies,Bangladesh,2009,2009-08-02,,,"""Warner Park",DJG Sammy,West Indies,5,West Indies,29,29
401076 - West Indies vs Bangladesh,West Indies,Bangladesh,2009,2009-08-02,,,"""Warner Park",DJG Sammy,West Indies,10,West Indies,26,55
401076 - West Indies vs Bangladesh,West Indies,Bangladesh,2009,2009-08-02,,,"""Warner Park",DJG Sammy,West Indies,15,West Indies,44,99
401076 - West Indies vs Bangladesh,West Indies,Bangladesh,2009,2009-08-02,,,"""Warner Park",DJG Sammy,West Indies,20,West Indies,42,141
403375 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2009,2009-08-12,,,R Premadasa Stadium,Shahid Afridi,Pakistan,5,Pakistan,34,34
403375 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2009,2009-08-12,,,R Premadasa Stadium,Shahid Afridi,Pakistan,10,Pakistan,25,59
403375 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2009,2009-08-12,,,R Premadasa Stadium,Shahid Afridi,Pakistan,15,Pakistan,30,89
403375 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2009,2009-08-12,,,R Premadasa Stadium,Shahid Afridi,Pakistan,20,Pakistan,49,138
403375 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2009,2009-08-12,,,R Premadasa Stadium,Shahid Afridi,Pakistan,5,Sri Lanka,73,73
403375 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2009,2009-08-12,,,R Premadasa Stadium,Shahid Afridi,Pakistan,10,Sri Lanka,55,128
403375 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2009,2009-08-12,,,R Premadasa Stadium,Shahid Afridi,Pakistan,15,Sri Lanka,55,183
403375 - Sri Lanka vs Pakistan,Sri Lanka,Pakistan,2009,2009-08-12,,,R Premadasa Stadium,Shahid Afridi,Pakistan,20,Sri Lanka,33,216
403385 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-02,New Zealand in Sri Lanka T20I Series,1,R Premadasa Stadium,DL Vettori,New Zealand,5,New Zealand,28,28
403385 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-02,New Zealand in Sri Lanka T20I Series,1,R Premadasa Stadium,DL Vettori,New Zealand,10,New Zealand,25,53
403385 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-02,New Zealand in Sri Lanka T20I Series,1,R Premadasa Stadium,DL Vettori,New Zealand,15,New Zealand,44,97
403385 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-02,New Zealand in Sri Lanka T20I Series,1,R Premadasa Stadium,DL Vettori,New Zealand,20,New Zealand,18,115
403385 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-02,New Zealand in Sri Lanka T20I Series,1,R Premadasa Stadium,DL Vettori,New Zealand,5,Sri Lanka,38,38
403385 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-02,New Zealand in Sri Lanka T20I Series,1,R Premadasa Stadium,DL Vettori,New Zealand,10,Sri Lanka,25,63
403385 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-02,New Zealand in Sri Lanka T20I Series,1,R Premadasa Stadium,DL Vettori,New Zealand,15,Sri Lanka,37,100
403385 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-02,New Zealand in Sri Lanka T20I Series,1,R Premadasa Stadium,DL Vettori,New Zealand,20,Sri Lanka,32,132
403386 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-04,New Zealand in Sri Lanka T20I Series,2,R Premadasa Stadium,JD Ryder,New Zealand,5,New Zealand,23,23
403386 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-04,New Zealand in Sri Lanka T20I Series,2,R Premadasa Stadium,JD Ryder,New Zealand,10,New Zealand,46,69
403386 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-04,New Zealand in Sri Lanka T20I Series,2,R Premadasa Stadium,JD Ryder,New Zealand,15,New Zealand,23,92
403386 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-04,New Zealand in Sri Lanka T20I Series,2,R Premadasa Stadium,JD Ryder,New Zealand,20,New Zealand,24,116
403386 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-04,New Zealand in Sri Lanka T20I Series,2,R Premadasa Stadium,JD Ryder,New Zealand,5,Sri Lanka,17,17
403386 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-04,New Zealand in Sri Lanka T20I Series,2,R Premadasa Stadium,JD Ryder,New Zealand,10,Sri Lanka,4,21
403386 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-04,New Zealand in Sri Lanka T20I Series,2,R Premadasa Stadium,JD Ryder,New Zealand,15,Sri Lanka,30,51
403386 - Sri Lanka vs New Zealand,Sri Lanka,New Zealand,2009,2009-09-04,New Zealand in Sri Lanka T20I Series,2,R Premadasa Stadium,JD Ryder,New Zealand,20,Sri Lanka,24,75
406197 - Australia vs West Indies,Australia,West Indies,09-Oct,2010-02-21,West Indies in Australia T20I Series,1,Bellerive Oval,SW Tait,Australia,5,Australia,43,43
406197 - Australia vs West Indies,Australia,West Indies,09-Oct,2010-02-21,West Indies in Australia T20I Series,1,Bellerive Oval,SW Tait,Australia,10,Australia,38,81
406197 - Australia vs West Indies,Australia,West Indies,09-Oct,2010-02-21,West Indies in Australia T20I Series,1,Bellerive Oval,SW Tait,Australia,15,Australia,35,116
406197 - Australia vs West Indies,Australia,West Indies,09-Oct,2010-02-21,West Indies in Australia T20I Series,1,Bellerive Oval,SW Tait,Australia,20,Australia,32,148
406197 - Australia vs West Indies,Australia,West Indies,09-Oct,2010-02-21,West Indies in Australia T20I Series,1,Bellerive Oval,SW Tait,Australia,5,West Indies,21,21
406197 - Australia vs West Indies,Australia,West Indies,09-Oct,2010-02-21,West Indies in Australia T20I Series,1,Bellerive Oval,SW Tait,Australia,10,West Indies,51,72
406197 - Australia vs West Indies,Australia,West Indies,09-Oct,2010-02-21,West Indies in Australia T20I Series,1,Bellerive Oval,SW Tait,Australia,15,West Indies,29,101
406197 - Australia vs West Indies,Australia,West Indies,09-Oct,2010-02-21,West Indies in Australia T20I Series,1,Bellerive Oval,SW Tait,Australia,20,West Indies,14,115
406207 - Australia vs Pakistan,Australia,Pakistan,09-Oct,2010-02-05,,,Melbourne Cricket Ground,SW Tait,Australia,5,Australia,34,34
406207 - Australia vs Pakistan,Australia,Pakistan,09-Oct,2010-02-05,,,Melbourne Cricket Ground,SW Tait,Australia,10,Australia,29,63
406207 - Australia vs Pakistan,Australia,Pakistan,09-Oct,2010-02-05,,,Melbourne Cricket Ground,SW Tait,Australia,15,Australia,39,102
406207 - Australia vs Pakistan,Australia,Pakistan,09-Oct,2010-02-05,,,Melbourne Cricket Ground,SW Tait,Australia,20,Australia,52,154
406207 - Australia vs Pakistan,Australia,Pakistan,09-Oct,2010-02-05,,,Melbourne Cricket Ground,SW Tait,Australia,5,Pakistan,31,31
406207 - Australia vs Pakistan,Australia,Pakistan,09-Oct,2010-02-05,,,Melbourne Cricket Ground,SW Tait,Australia,10,Pakistan,29,60
406207 - Australia vs Pakistan,Australia,Pakistan,09-Oct,2010-02-05,,,Melbourne Cricket Ground,SW Tait,Australia,15,Pakistan,20,80
406207 - Australia vs Pakistan,Australia,Pakistan,09-Oct,2010-02-05,,,Melbourne Cricket Ground,SW Tait,Australia,20,Pakistan,27,107
412677 - West Indies vs Ireland,West Indies,Ireland,2010,2010-04-30,,2,Providence Stadium,DJG Sammy,West Indies,5,West Indies,44,44
412677 - West Indies vs Ireland,West Indies,Ireland,2010,2010-04-30,,2,Providence Stadium,DJG Sammy,West Indies,10,West Indies,44,88
412677 - West Indies vs Ireland,West Indies,Ireland,2010,2010-04-30,,2,Providence Stadium,DJG Sammy,West Indies,15,West Indies,37,125
412677 - West Indies vs Ireland,West Indies,Ireland,2010,2010-04-30,,2,Providence Stadium,DJG Sammy,West Indies,20,West Indies,44,169
412677 - West Indies vs Ireland,West Indies,Ireland,2010,2010-04-30,,2,Providence Stadium,DJG Sammy,West Indies,5,Ireland,75,75
412677 - West Indies vs Ireland,West Indies,Ireland,2010,2010-04-30,,2,Providence Stadium,DJG Sammy,West Indies,10,Ireland,25,100
412677 - West Indies vs Ireland,West Indies,Ireland,2010,2010-04-30,,2,Providence Stadium,DJG Sammy,West Indies,15,Ireland,32,132
412677 - West Indies vs Ireland,West Indies,Ireland,2010,2010-04-30,,2,Providence Stadium,DJG Sammy,West Indies,20,Ireland,53,185
412678 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2010,2010-04-30,,1,Providence Stadium,NL McCullum,New Zealand,5,Sri Lanka,62,62
412678 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2010,2010-04-30,,1,Providence Stadium,NL McCullum,New Zealand,10,Sri Lanka,48,110
412678 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2010,2010-04-30,,1,Providence Stadium,NL McCullum,New Zealand,15,Sri Lanka,38,148
412678 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2010,2010-04-30,,1,Providence Stadium,NL McCullum,New Zealand,20,Sri Lanka,48,196
412678 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2010,2010-04-30,,1,Providence Stadium,NL McCullum,New Zealand,5,New Zealand,57,57
412678 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2010,2010-04-30,,1,Providence Stadium,NL McCullum,New Zealand,10,New Zealand,38,95
412678 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2010,2010-04-30,,1,Providence Stadium,NL McCullum,New Zealand,15,New Zealand,42,137
412678 - New Zealand vs Sri Lanka,New Zealand,Sri Lanka,2010,2010-04-30,,1,Providence Stadium,NL McCullum,New Zealand,20,New Zealand,41,178
412680 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2010,2010-05-01,,4,"""Beausejour Stadium",Salman Butt,Pakistan,5,Pakistan,37,37
412680 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2010,2010-05-01,,4,"""Beausejour Stadium",Salman Butt,Pakistan,10,Pakistan,27,64
412680 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2010,2010-05-01,,4,"""Beausejour Stadium",Salman Butt,Pakistan,15,Pakistan,76,140
412680 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2010,2010-05-01,,4,"""Beausejour Stadium",Salman Butt,Pakistan,20,Pakistan,52,192
412680 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2010,2010-05-01,,4,"""Beausejour Stadium",Salman Butt,Pakistan,5,Bangladesh,57,57
412680 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2010,2010-05-01,,4,"""Beausejour Stadium",Salman Butt,Pakistan,10,Bangladesh,37,94
412680 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2010,2010-05-01,,4,"""Beausejour Stadium",Salman Butt,Pakistan,15,Bangladesh,38,132
412680 - Bangladesh vs Pakistan,Bangladesh,Pakistan,2010,2010-05-01,,4,"""Beausejour Stadium",Salman Butt,Pakistan,20,Bangladesh,49,181
412681 - England vs Ireland,England,Ireland,2010,2010-05-04,,10,Providence Stadium,,,5,England,76,76
412681 - England vs Ireland,England,Ireland,2010,2010-05-04,,10,Providence Stadium,,,10,England,26,102
412681 - England vs Ireland,England,Ireland,2010,2010-05-04,,10,Providence Stadium,,,15,England,23,125
412681 - England vs Ireland,England,Ireland,2010,2010-05-04,,10,Providence Stadium,,,20,England,43,168
412681 - England vs Ireland,England,Ireland,2010,2010-05-04,,10,Providence Stadium,,,5,Ireland,14,14
412682 - India vs South Africa,India,South Africa,2010,2010-05-02,,5,"""Beausejour Stadium",SK Raina,India,5,India,27,27
412682 - India vs South Africa,India,South Africa,2010,2010-05-02,,5,"""Beausejour Stadium",SK Raina,India,10,India,35,62
412682 - India vs South Africa,India,South Africa,2010,2010-05-02,,5,"""Beausejour Stadium",SK Raina,India,15,India,4,66
412682 - India vs South Africa,India,South Africa,2010,2010-05-02,,5,"""Beausejour Stadium",SK Raina,India,20,India,30,96
412682 - India vs South Africa,India,South Africa,2010,2010-05-02,,5,"""Beausejour Stadium",SK Raina,India,5,South Africa,24,24
412682 - India vs South Africa,India,South Africa,2010,2010-05-02,,5,"""Beausejour Stadium",SK Raina,India,10,South Africa,28,52
412682 - India vs South Africa,India,South Africa,2010,2010-05-02,,5,"""Beausejour Stadium",SK Raina,India,15,South Africa,59,111
412682 - India vs South Africa,India,South Africa,2010,2010-05-02,,5,"""Beausejour Stadium",SK Raina,India,20,South Africa,25,136
412683 - Australia vs Pakistan,Australia,Pakistan,2010,2010-05-02,,6,"""Beausejour Stadium",SR Watson,Australia,5,Australia,36,36
412683 - Australia vs Pakistan,Australia,Pakistan,2010,2010-05-02,,6,"""Beausejour Stadium",SR Watson,Australia,10,Australia,31,67
412683 - Australia vs Pakistan,Australia,Pakistan,2010,2010-05-02,,6,"""Beausejour Stadium",SR Watson,Australia,15,Australia,22,89
412683 - Australia vs Pakistan,Australia,Pakistan,2010,2010-05-02,,6,"""Beausejour Stadium",SR Watson,Australia,20,Australia,33,122
412683 - Australia vs Pakistan,Australia,Pakistan,2010,2010-05-02,,6,"""Beausejour Stadium",SR Watson,Australia,5,Pakistan,43,43
412683 - Australia vs Pakistan,Australia,Pakistan,2010,2010-05-02,,6,"""Beausejour Stadium",SR Watson,Australia,10,Pakistan,26,69
412683 - Australia vs Pakistan,Australia,Pakistan,2010,2010-05-02,,6,"""Beausejour Stadium",SR Watson,Australia,15,Pakistan,45,114
412683 - Australia vs Pakistan,Australia,Pakistan,2010,2010-05-02,,6,"""Beausejour Stadium",SR Watson,Australia,20,Pakistan,42,156
412684 - New Zealand vs Zimbabwe,New Zealand,Zimbabwe,2010,2010-05-04,,9,Providence Stadium,NL McCullum,New Zealand,5,Zimbabwe,33,33
412684 - New Zealand vs Zimbabwe,New Zealand,Zimbabwe,2010,2010-05-04,,9,Providence Stadium,NL McCullum,New Zealand,10,Zimbabwe,43,76
412684 - New Zealand vs Zimbabwe,New Zealand,Zimbabwe,2010,2010-05-04,,9,Providence Stadium,NL McCullum,New Zealand,15,Zimbabwe,33,109
412684 - New Zealand vs Zimbabwe,New Zealand,Zimbabwe,2010,2010-05-04,,9,Providence Stadium,NL McCullum,New Zealand,20,Zimbabwe,41,150
412684 - New Zealand vs Zimbabwe,New Zealand,Zimbabwe,2010,2010-05-04,,9,Providence Stadium,NL McCullum,New Zealand,5,New Zealand,25,25
412684 - New Zealand vs Zimbabwe,New Zealand,Zimbabwe,2010,2010-05-04,,9,Providence Stadium,NL McCullum,New Zealand,10,New Zealand,42,67
412686 - Sri Lanka vs Zimbabwe,Sri Lanka,Zimbabwe,2010,2010-05-03,,7,Providence Stadium,DPMD Jayawardene,Sri Lanka,5,Sri Lanka,52,52
412686 - Sri Lanka vs Zimbabwe,Sri Lanka,Zimbabwe,2010,2010-05-03,,7,Providence Stadium,DPMD Jayawardene,Sri Lanka,10,Sri Lanka,50,102
412686 - Sri Lanka vs Zimbabwe,Sri Lanka,Zimbabwe,2010,2010-05-03,,7,Providence Stadium,DPMD Jayawardene,Sri Lanka,15,Sri Lanka,39,141
412686 - Sri Lanka vs Zimbabwe,Sri Lanka,Zimbabwe,2010,2010-05-03,,7,Providence Stadium,DPMD Jayawardene,Sri Lanka,20,Sri Lanka,23,164
412686 - Sri Lanka vs Zimbabwe,Sri Lanka,Zimbabwe,2010,2010-05-03,,7,Providence Stadium,DPMD Jayawardene,Sri Lanka,5,Zimbabwe,24,24
412687 - Afghanistan vs South Africa,Afghanistan,South Africa,2010,2010-05-05,,12,"""Kensington Oval",M Morkel,South Africa,5,South Africa,60,60
412687 - Afghanistan vs South Africa,Afghanistan,South Africa,2010,2010-05-05,,12,"""Kensington Oval",M Morkel,South Africa,10,South Africa,28,88
412687 - Afghanistan vs South Africa,Afghanistan,South Africa,2010,2010-05-05,,12,"""Kensington Oval",M Morkel,South Africa,15,South Africa,38,126
412687 - Afghanistan vs South Africa,Afghanistan,South Africa,2010,2010-05-05,,12,"""Kensington Oval",M Morkel,South Africa,20,South Africa,44,170
412687 - Afghanistan vs South Africa,Afghanistan,South Africa,2010,2010-05-05,,12,"""Kensington Oval",M Morkel,South Africa,5,Afghanistan,50,50
412687 - Afghanistan vs South Africa,Afghanistan,South Africa,2010,2010-05-05,,12,"""Kensington Oval",M Morkel,South Africa,10,Afghanistan,63,113
412687 - Afghanistan vs South Africa,Afghanistan,South Africa,2010,2010-05-05,,12,"""Kensington Oval",M Morkel,South Africa,15,Afghanistan,33,146
412687 - Afghanistan vs South Africa,Afghanistan,South Africa,2010,2010-05-05,,12,"""Kensington Oval",M Morkel,South Africa,20,Afghanistan,39,185
412688 - Australia vs Bangladesh,Australia,Bangladesh,2010,2010-05-05,,11,"""Kensington Oval",MEK Hussey,Australia,5,Australia,23,23
412688 - Australia vs Bangladesh,Australia,Bangladesh,2010,2010-05-05,,11,"""Kensington Oval",MEK Hussey,Australia,10,Australia,43,66
412688 - Australia vs Bangladesh,Australia,Bangladesh,2010,2010-05-05,,11,"""Kensington Oval",MEK Hussey,Australia,15,Australia,40,106
412688 - Australia vs Bangladesh,Australia,Bangladesh,2010,2010-05-05,,11,"""Kensington Oval",MEK Hussey,Australia,20,Australia,21,127
412688 - Australia vs Bangladesh,Australia,Bangladesh,2010,2010-05-05,,11,"""Kensington Oval",MEK Hussey,Australia,5,Bangladesh,38,38
412688 - Australia vs Bangladesh,Australia,Bangladesh,2010,2010-05-05,,11,"""Kensington Oval",MEK Hussey,Australia,10,Bangladesh,34,72
412688 - Australia vs Bangladesh,Australia,Bangladesh,2010,2010-05-05,,11,"""Kensington Oval",MEK Hussey,Australia,15,Bangladesh,27,99
412688 - Australia vs Bangladesh,Australia,Bangladesh,2010,2010-05-05,,11,"""Kensington Oval",MEK Hussey,Australia,20,Bangladesh,32,131
412689 - England vs Pakistan,England,Pakistan,2010,2010-05-06,,13,"""Kensington Oval",KP Pietersen,England,5,Pakistan,35,35
412689 - England vs Pakistan,England,Pakistan,2010,2010-05-06,,13,"""Kensington Oval",KP Pietersen,England,10,Pakistan,38,73
412689 - England vs Pakistan,England,Pakistan,2010,2010-05-06,,13,"""Kensington Oval",KP Pietersen,England,15,Pakistan,49,122
412689 - England vs Pakistan,England,Pakistan,2010,2010-05-06,,13,"""Kensington Oval",KP Pietersen,England,20,Pakistan,33,155
412689 - England vs Pakistan,England,Pakistan,2010,2010-05-06,,13,"""Kensington Oval",KP Pietersen,England,5,England,43,43
412689 - England vs Pakistan,England,Pakistan,2010,2010-05-06,,13,"""Kensington Oval",KP Pietersen,England,10,England,43,86
412689 - England vs Pakistan,England,Pakistan,2010,2010-05-06,,13,"""Kensington Oval",KP Pietersen,England,15,England,25,111
412689 - England vs Pakistan,England,Pakistan,2010,2010-05-06,,13,"""Kensington Oval",KP Pietersen,England,20,England,30,141
412690 - New Zealand vs South Africa,New Zealand,South Africa,2010,2010-05-06,,14,"""Kensington Oval",JA Morkel,South Africa,5,South Africa,43,43
412690 - New Zealand vs South Africa,New Zealand,South Africa,2010,2010-05-06,,14,"""Kensington Oval",JA Morkel,South Africa,10,South Africa,31,74
412690 - New Zealand vs South Africa,New Zealand,South Africa,2010,2010-05-06,,14,"""Kensington Oval",JA Morkel,South Africa,15,South Africa,26,100
412690 - New Zealand vs South Africa,New Zealand,South Africa,2010,2010-05-06,,14,"""Kensington Oval",JA Morkel,South Africa,20,South Africa,41,141
412690 - New Zealand vs South Africa,New Zealand,South Africa,2010,2010-05-06,,14,"""Kensington Oval",JA Morkel,South Africa,5,New Zealand,47,47
412690 - New Zealand vs South Africa,New Zealand,South Africa,2010,2010-05-06,,14,"""Kensington Oval",JA Morkel,South Africa,10,New Zealand,55,102
412690 - New Zealand vs South Africa,New Zealand,South Africa,2010,2010-05-06,,14,"""Kensington Oval",JA Morkel,South Africa,15,New Zealand,28,130
412690 - New Zealand vs South Africa,New Zealand,South Africa,2010,2010-05-06,,14,"""Kensington Oval",JA Morkel,South Africa,20,New Zealand,40,170
412691 - Australia vs India,Australia,India,2010,2010-05-07,,15,"""Kensington Oval",DA Warner,Australia,5,Australia,41,41
412691 - Australia vs India,Australia,India,2010,2010-05-07,,15,"""Kensington Oval",DA Warner,Australia,10,Australia,46,87
